73746,1.5923e+36
91968,1.5923e+36
1.1469e+05,1.5923e+36
1.4303e+05,1.5923e+36
1.7837e+05,1.5923e+36
2.2245e+05,1.5923e+36
2.7741e+05,1.5923e+36
3.4596e+05,1.5923e+36
4.3144e+05,1.5923e+36
5.3804e+05,1.5923e+36
6.7099e+05,1.5923e+36
8.3678e+05,1.5923e+36
1.0435e+06,1.5923e+36
1.3014e+06,1.5923e+36
1.6229e+06,1.5924e+36
2.024e+06,1.5924e+36
2.524e+06,1.5924e+36
3.1477e+06,1.5924e+36
3.9255e+06,1.5925e+36
4.8954e+06,1.5926e+36
6.105e+06,1.5928e+36
7.6135e+06,1.593e+36
9.4947e+06,1.5934e+36
1.1841e+07,1.594e+36
1.4766e+07,1.5949e+36
1.8415e+07,1.5963e+36
2.2965e+07,1.5984e+36
2.864e+07,1.6018e+36
3.5716e+07,1.6071e+36
4.4541e+07,1.6152e+36
5.5547e+07,1.6278e+36
6.9272e+07,1.6472e+36
8.6388e+07,1.6769e+36
1.0773e+08,1.7222e+36
1.3435e+08,1.7902e+36
1.6755e+08,1.8906e+36
2.0895e+08,2.035e+36
2.6058e+08,2.2346e+36
3.2497e+08,2.4967e+36
4.0526e+08,2.8212e+36
5.054e+08,3.2068e+36
6.3028e+08,3.674e+36
7.8601e+08,4.2787e+36
9.8023e+08,5.0878e+36
1.2224e+09,6.1573e+36
1.5245e+09,7.5415e+36
1.9012e+09,9.3032e+36
2.3709e+09,1.1521e+37
2.9567e+09,1.4294e+37
3.6873e+09,1.7746e+37
