73746,6.5305e+34
91968,6.5305e+34
1.1469e+05,6.5305e+34
1.4303e+05,6.5305e+34
1.7837e+05,6.5305e+34
2.2245e+05,6.5305e+34
2.7741e+05,6.5305e+34
3.4596e+05,6.5306e+34
4.3144e+05,6.5307e+34
5.3804e+05,6.5308e+34
6.7099e+05,6.531e+34
8.3678e+05,6.5313e+34
1.0435e+06,6.5318e+34
1.3014e+06,6.5326e+34
1.6229e+06,6.5338e+34
2.024e+06,6.5357e+34
2.524e+06,6.5386e+34
3.1477e+06,6.5431e+34
3.9255e+06,6.5501e+34
4.8954e+06,6.5609e+34
6.105e+06,6.5779e+34
7.6135e+06,6.6042e+34
9.4947e+06,6.6451e+34
1.1841e+07,6.7088e+34
1.4766e+07,6.8078e+34
1.8415e+07,6.9617e+34
2.2965e+07,7.2009e+34
2.864e+07,7.5727e+34
3.5716e+07,8.1503e+34
4.4541e+07,9.0469e+34
5.5547e+07,1.0438e+35
6.9272e+07,1.2591e+35
8.6388e+07,1.5918e+35
1.0773e+08,2.104e+35
1.3435e+08,2.8882e+35
1.6755e+08,4.0789e+35
2.0895e+08,5.8649e+35
2.6058e+08,8.4968e+35
3.2497e+08,1.228e+36
4.0526e+08,1.7539e+36
5.054e+08,2.4547e+36
6.3028e+08,3.3418e+36
7.8601e+08,4.4e+36
9.8023e+08,5.5815e+36
1.2224e+09,6.8273e+36
1.5245e+09,8.165e+36
1.9012e+09,9.7747e+36
2.3709e+09,1.1846e+37
2.9567e+09,1.4509e+37
3.6873e+09,1.7886e+37
