73746,1.0656e+36
91968,1.0656e+36
1.1469e+05,1.0656e+36
1.4303e+05,1.0656e+36
1.7837e+05,1.0656e+36
2.2245e+05,1.0656e+36
2.7741e+05,1.0656e+36
3.4596e+05,1.0656e+36
4.3144e+05,1.0656e+36
5.3804e+05,1.0656e+36
6.7099e+05,1.0656e+36
8.3678e+05,1.0656e+36
1.0435e+06,1.0656e+36
1.3014e+06,1.0656e+36
1.6229e+06,1.0656e+36
2.024e+06,1.0656e+36
2.524e+06,1.0656e+36
3.1477e+06,1.0657e+36
3.9255e+06,1.0657e+36
4.8954e+06,1.0658e+36
6.105e+06,1.0659e+36
7.6135e+06,1.0661e+36
9.4947e+06,1.0663e+36
1.1841e+07,1.0667e+36
1.4766e+07,1.0674e+36
1.8415e+07,1.0684e+36
2.2965e+07,1.0699e+36
2.864e+07,1.0724e+36
3.5716e+07,1.0761e+36
4.4541e+07,1.082e+36
5.5547e+07,1.0911e+36
6.9272e+07,1.1052e+36
8.6388e+07,1.1271e+36
1.0773e+08,1.1611e+36
1.3435e+08,1.2138e+36
1.6755e+08,1.295e+36
2.0895e+08,1.4194e+36
2.6058e+08,1.6078e+36
3.2497e+08,1.8867e+36
4.0526e+08,2.2858e+36
5.054e+08,2.8279e+36
6.3028e+08,3.5168e+36
7.8601e+08,4.3344e+36
9.8023e+08,5.2671e+36
1.2224e+09,6.3573e+36
1.5245e+09,7.7075e+36
1.9012e+09,9.4245e+36
2.3709e+09,1.1604e+37
2.9567e+09,1.435e+37
3.6873e+09,1.7782e+37
